
+++++++++++++++++++++++ 1H(n,p)n at En = 10.0 MeV +++++++++++++++++++++++
-------------------------------------------------------------------------
 ANGLE-p    ENERGY-p   DIFF. X/S-p      ANGLE-n    ENERGY-n   DIFF. X/S-n
 (deg)       (MeV)       (mb/sr)        (deg)       (MeV)       (mb/sr)
---------   ---------   ---------      ---------   ---------   ---------
 ANGLE-p    ENERGY-p   DIFF. X/S-p      ANGLE-n    ENERGY-n   DIFF. X/S-n
 (deg)       (MeV)       (mb/sr)        (deg)       (MeV)       (mb/sr)
---------   ---------   ---------      ---------   ---------   ---------
9.000E+01   0.000E+00   0.000E+00      0.000E+00   8.000E+01   5.542E+01
8.489E+01   6.078E-01   4.354E+00      4.894E+00   7.939E+01   5.300E+01
7.979E+01   2.412E+00   7.871E+00      9.791E+00   7.759E+01   4.740E+01
7.470E+01   5.359E+00   1.035E+01      1.469E+01   7.464E+01   4.084E+01
6.961E+01   9.358E+00   1.187E+01      1.960E+01   7.064E+01   3.427E+01
6.454E+01   1.429E+01   1.268E+01      2.453E+01   6.571E+01   2.835E+01
5.948E+01   2.000E+01   1.308E+01      2.946E+01   6.000E+01   2.342E+01
5.444E+01   2.632E+01   1.348E+01      3.441E+01   5.368E+01   1.970E+01
4.941E+01   3.305E+01   1.428E+01      3.938E+01   4.695E+01   1.724E+01
4.440E+01   4.000E+01   1.576E+01      4.436E+01   4.000E+01   1.579E+01
3.941E+01   4.695E+01   1.812E+01      4.937E+01   3.305E+01   1.508E+01
3.444E+01   5.368E+01   2.134E+01      5.438E+01   2.632E+01   1.467E+01
2.949E+01   6.000E+01   2.532E+01      5.941E+01   2.000E+01   1.422E+01
2.455E+01   6.571E+01   2.989E+01      6.446E+01   1.429E+01   1.345E+01
1.962E+01   7.064E+01   3.510E+01      6.951E+01   9.358E+00   1.226E+01
1.470E+01   7.464E+01   4.153E+01      7.455E+01   5.359E+00   1.065E+01
9.797E+00   7.759E+01   4.992E+01      7.957E+01   2.412E+00   8.491E+00
4.897E+00   7.939E+01   5.906E+01      8.445E+01   6.077E-01   5.326E+00
0.000E+00   8.000E+01   6.344E+01      9.000E+01   0.000E+00   0.000E+00
-------------------------------------------------------------------------
elastic cross section (mb)  = 9.530E+01
proton average energy (MeV) = 4.062E+01
proton kerma (f Gy m^2)     = 3.708E+01

+++++++++++++++++++++++ 1H(n,p)n at En = 90.0 MeV +++++++++++++++++++++++
-------------------------------------------------------------------------
 ANGLE-p    ENERGY-p   DIFF. X/S-p      ANGLE-n    ENERGY-n   DIFF. X/S-n
 (deg)       (MeV)       (mb/sr)        (deg)       (MeV)       (mb/sr)
---------   ---------   ---------      ---------   ---------   ---------
9.000E+01   0.000E+00   0.000E+00      0.000E+00   9.000E+01   5.238E+01
8.488E+01   6.834E-01   4.057E+00      4.882E+00   8.932E+01   4.976E+01
7.977E+01   2.714E+00   7.229E+00      9.767E+00   8.729E+01   4.385E+01
7.466E+01   6.029E+00   9.357E+00      1.466E+01   8.397E+01   3.716E+01
6.957E+01   1.053E+01   1.053E+01      1.956E+01   7.947E+01   3.059E+01
6.448E+01   1.607E+01   1.102E+01      2.447E+01   7.393E+01   2.475E+01
5.942E+01   2.250E+01   1.111E+01      2.940E+01   6.750E+01   1.996E+01
5.437E+01   2.961E+01   1.123E+01      3.435E+01   6.039E+01   1.646E+01
4.934E+01   3.719E+01   1.179E+01      3.931E+01   5.281E+01   1.425E+01
4.433E+01   4.500E+01   1.304E+01      4.429E+01   4.500E+01   1.307E+01
3.934E+01   5.281E+01   1.523E+01      4.929E+01   3.719E+01   1.265E+01
3.437E+01   6.039E+01   1.830E+01      5.431E+01   2.961E+01   1.255E+01
2.942E+01   6.750E+01   2.218E+01      5.935E+01   2.250E+01   1.240E+01
2.449E+01   7.393E+01   2.665E+01      6.440E+01   1.608E+01   1.193E+01
1.957E+01   7.947E+01   3.171E+01      6.946E+01   1.053E+01   1.101E+01
1.467E+01   8.397E+01   3.796E+01      7.452E+01   6.029E+00   9.673E+00
9.773E+00   8.729E+01   4.640E+01      7.955E+01   2.714E+00   7.836E+00
4.885E+00   8.932E+01   5.618E+01      8.444E+01   6.837E-01   5.024E+00
0.000E+00   9.000E+01   6.103E+01      9.000E+01   0.000E+00   0.000E+00
-------------------------------------------------------------------------
elastic cross section (mb)  = 8.348E+01
proton average energy (MeV) = 4.589E+01
proton kerma (f Gy m^2)     = 3.670E+01

+++++++++++++++++++++++ 1H(n,p)n at En =100.0 MeV +++++++++++++++++++++++
-------------------------------------------------------------------------
 ANGLE-p    ENERGY-p   DIFF. X/S-p      ANGLE-n    ENERGY-n   DIFF. X/S-n
 (deg)       (MeV)       (mb/sr)        (deg)       (MeV)       (mb/sr)
---------   ---------   ---------      ---------   ---------   ---------
9.000E+01   0.000E+00   0.000E+00      0.000E+00   1.000E+02   4.977E+01
8.487E+01   7.599E-01   3.803E+00      4.869E+00   9.924E+01   4.699E+01
7.974E+01   3.016E+00   6.688E+00      9.742E+00   9.698E+01   4.087E+01
7.462E+01   6.699E+00   8.538E+00      1.462E+01   9.330E+01   3.413E+01
6.952E+01   1.170E+01   9.466E+00      1.951E+01   8.830E+01   2.765E+01
6.443E+01   1.786E+01   9.725E+00      2.442E+01   8.214E+01   2.196E+01
5.935E+01   2.500E+01   9.615E+00      2.934E+01   7.500E+01   1.734E+01
5.430E+01   3.290E+01   9.558E+00      3.428E+01   6.710E+01   1.404E+01
4.927E+01   4.132E+01   9.947E+00      3.924E+01   5.868E+01   1.204E+01
